Protein_ID,Vina_Score,FlexX_Score,HYDE_Lower_nM,HYDE_Upper_nM,FlexX_Poses
clean_7SOK,-7.7,-3.57,698321.115521,69382331.628193,10
clean_7SQM,-7.7,-1.58,6511.826073,646988.421353,10
clean_7T4V,-7.7,4.03,625095.540242,62106937.780378,2
clean_7U8X,-7.7,-5.35,44.673065,4438.533129,10
clean_7U9U,-7.7,-7.01,2027990.782725,201492874.694215,10
clean_7URA,-7.7,-6.14,88.562153,8799.17356,10
clean_7VP9,-7.7,-7.76,0.036172,3.593914,10
clean_7VYK,-7.7,-2.44,49.277838,4896.04451,10
clean_7Y21,-7.7,-2.80,2950.843569,293183.755333,10
clean_7ZPG,-7.7,-1.22,61282341.355545,6088762943.550675,2
clean_8A44,-7.7,-7.17,21264788460042.898438,2112782460884853.25,10
clean_8AW1,-7.7,-8.79,3651567.397486,362804810.715341,10
clean_8BO8,-7.7,-7.60,16923101.424869,1681410183.855016,10
clean_8BOC,-7.7,-2.41,11373.95474,1130069.651536,10
clean_8BOM,-7.7,6.67,57392.310949,5702265.422948,2
clean_8C3Q,-7.7,-1.87,389429.092771,38692082.853802,10
clean_8CF9,-7.7,-5.59,4.558256,452.889647,10
clean_8CGP,-7.7,-13.33,14667.183489,1457271.398908,10
clean_8CTB,-7.7,-9.59,513175781.460255,50987048023.421333,10
clean_8EQZ,-7.7,-3.95,23968.714377,2381433.487588,10
clean_8FGH,-7.7,-10.77,10539.745106,1047185.9922,10
clean_8FPE,-7.7,3.96,3620.87348,359755.188541,10
clean_8GG1,-7.7,-8.94,994857.512487,98844975.928677,10
clean_8GG7,-7.7,-5.44,6242979.722389,620276946.836725,10
clean_8HKN,-7.7,-11.60,35697.039272,3546711.909282,10
clean_8HN9,-7.7,-7.01,3257519.649118,323653837.120298,10
clean_8HUM,-7.7,-0.70,25.557144,2539.2534,4
clean_8JPE,-7.7,-9.92,23.999065,2384.448994,10
clean_8PK8,-7.7,-9.04,12348784.42258,1226924744.175114,10
clean_8PM3,-7.7,-6.61,155.165522,15416.611999,10
clean_8QLS,-7.7,-4.36,122860.763695,12206943.283411,10
clean_8SC9,-7.7,-17.16,106.443364,10575.777566,10
clean_8SVO,-7.7,-5.07,976.080666,96979.385257,10
clean_8SVX,-7.7,6.41,5816.848053,577938.245955,10
clean_8TGP,-7.7,1.23,36.454517,3621.971792,8
clean_8TRT,-7.7,-15.36,517613.154253,51427927.246205,10
clean_8V8V,-7.7,-7.10,599446.236527,59558527.805558,10
clean_8VKJ,-7.7,-0.40,19184.72778,1906116.134035,10
clean_8W50,-7.7,-3.27,3610325.106331,358707145.245325,8
clean_8W9B,-7.7,-6.53,2.551366,253.493312,10
clean_8WFE,-7.7,-14.19,182.932225,18175.398183,10
clean_8WPN,-7.7,-5.03,2198.277984,218411.91499,10
clean_8ZFN,-7.7,-11.78,4886.652978,485517.865495,10
clean_9AVM,-7.7,-3.16,251.921587,25029.899098,10
clean_9B4Q,-7.7,-5.85,98099772305.437149,9746792390301.859375,10
clean_9CUJ,-7.7,-10.27,1.404705,139.565795,10
clean_9DF1,-7.7,-11.72,67.66059,6722.479643,10
clean_9IJY,-7.7,-3.02,681.800677,67740.928363,10
O95450,-7.7,-4.82,3652.346339,362882.203123,10
P36639,-7.7,-2.25,378.500123,37606.225074,10
P40261,-7.7,NA,NA,NA,1
P50416,-7.7,-10.56,82.964537,8243.017308,10
Q08J23,-7.7,-8.68,14474.442528,1438121.444808,10
Q58F21,-7.7,-7.27,336.679535,33451.102372,10
Q8TF76,-7.7,-8.80,45650.329884,4535630.180126,10
Q8WTX9,-7.7,-5.62,244.804462,24322.770652,8
Q8WWX8,-7.7,-7.64,424126609752.731934,42139486313907.90625,10
Q9H5Y7,-7.7,-6.58,1685962.69163,167510361.613727,10
clean_1HSE,-7.6,-6.89,10693839.611972,1062496192.433056,10
clean_1MVT,-7.6,-13.26,40.353954,4009.403898,10
clean_1MZN,-7.6,-0.46,81.957627,8142.974771,10
clean_1N76,-7.6,-4.99,14025204.093799,1393486950.288181,10
clean_1PD8,-7.6,-7.47,270.167134,26842.702153,10
clean_1Q22,-7.6,-7.37,16761.902913,1665394.15862,10
clean_1R42,-7.6,7.03,4930.668601,489891.077913,2
clean_1RY0,-7.6,-5.69,158945107.897291,15792136227.447283,10
clean_1S2A,-7.6,-6.39,151086.927297,15011379.523547,10
clean_1S3U,-7.6,-10.19,5053.170701,502062.385848,10
clean_1U72,-7.6,-7.97,29201.16805,2901308.696735,10
clean_1VJY,-7.6,-5.43,1493.596317,148397.624966,10
clean_1WBW,-7.6,7.60,44.511232,4422.454101,1
clean_1Y8O,-7.6,-1.45,4923.822462,489210.873522,10
clean_1Z6T,-7.6,-5.03,1096172.326643,108911201.735732,10
clean_1ZEO,-7.6,-7.10,741.365908,73659.086232,10
clean_1ZYS,-7.6,-8.11,98044.841272,9741334.66738,10
clean_2AMA,-7.6,-5.45,3.667334,364.371361,10
clean_2B1P,-7.6,-0.85,6749.746357,670627.208236,10
clean_2B2T,-7.6,-9.37,3930.921223,390560.264914,10
clean_2BBW,-7.6,-4.85,2307993.239952,229312774.325173,10
clean_2C9H,-7.6,-7.06,3181027.090661,316053849.17776,10
clean_2CHM,-7.6,-7.58,102.752909,10209.109074,10
clean_2E82,-7.6,NA,NA,NA,1
clean_2E9V,-7.6,-5.14,7902.455185,785155.645643,10
clean_2F38,-7.6,-6.48,73002.20202,7253200.393864,10
clean_2G0G,-7.6,-6.80,1.202448,119.470287,10
clean_2HCT,-7.6,-4.09,5161676694.677201,512843097864.048584,10
clean_2J4Z,-7.6,-2.54,610579.222559,60664655.791269,10
clean_2OPG,-7.6,-6.98,4138086.334439,411143343.629259,10
clean_2Q12,-7.6,-1.95,122270.060968,12148253.474938,10
clean_2QLR,-7.6,-5.08,84449.701383,8390577.138531,10
clean_2QQI,-7.6,-9.13,86679.592943,8612130.049196,10
clean_2R9S,-7.6,-9.75,511234306.10705,50794150968.169762,10
clean_2RJP,-7.6,-9.99,44273.965431,4398880.233958,10
clean_2VX1,-7.6,-1.25,120.8912,12011.255488,9
clean_2W3M,-7.6,-2.77,2555.097723,253864.065709,10
clean_2WAJ,-7.6,-3.67,2509.073612,249291.298149,10
clean_2WB8,-7.6,-2.67,455931.477943,45299488.013841,10
clean_2WOT,-7.6,-5.62,1857.151896,184519.021238,10
clean_2XH1,-7.6,-9.56,2703751232.091513,268633670750.714142,10
clean_2XK9,-7.6,-3.90,3536.717116,351393.756186,10
clean_2YCF,-7.6,-2.84,295.044602,29314.425641,10
clean_2Z0O,-7.6,-3.16,541057.582946,53757269.851241,10
clean_2ZK6,-7.6,-12.31,3.354681,333.307416,10
clean_2ZV2,-7.6,-1.85,6718.985201,667570.905475,10
clean_3AHQ,-7.6,-9.71,184.137225,18295.122058,10
clean_3ANR,-7.6,-8.32,5568.699323,553283.202453,10
clean_3BWY,-7.6,0.61,22822.750684,2267575.219196,2
clean_3COT,-7.6,-9.75,464440685.047907,46144928050.160515,10
clean_3CPC,-7.6,-1.77,3.018242,299.880168,6
clean_3D3P,-7.6,-4.69,6246255.412387,620602406.005436,10
clean_3E50,-7.6,-7.85,8902.339922,884500.106024,10
clean_3ET2,-7.6,14.97,98.532642,9789.800587,2
clean_3F8Y,-7.6,-2.10,20199482.723696,2006938037.392791,10
clean_3F8Z,-7.6,-8.96,23.603013,2345.098876,10
clean_3GB8,-7.6,-10.25,279130.08946,27733224.735536,10
clean_3GHW,-7.6,-0.46,790.94675,78585.236065,4
clean_3HMV,-7.6,-14.65,419543.115749,41684089.084873,10
clean_3HP2,-7.6,3.51,1531.576382,152171.168898,2
clean_3HUB,-7.6,-13.21,49839.245481,4951823.71145,10
clean_3KJD,-7.6,-4.96,19091119.159044,1896815564.080591,10
clean_3L8P,-7.6,0.69,809.68847,80447.336785,10
clean_3NXU,-7.6,-2.26,1.221499,121.363125,10
clean_3NXV,-7.6,-4.41,97563.170704,9693477.848546,10
clean_3O2Y,-7.6,-8.64,7886.776672,783597.892703,10
clean_3O8I,-7.6,-7.29,70.062463,6961.119941,10
clean_3OZJ,-7.6,-1.80,29715.037702,2952364.684922,10
clean_3PG7,-7.6,-6.04,180.698383,17953.452745,10
clean_3Q28,-7.6,-7.25,11216.328564,1114408.558981,10
clean_3Q29,-7.6,-10.74,88826.165941,8825404.768083,10
clean_3QJZ,-7.6,-4.87,104100902.159128,10343040122.753801,10
clean_3QUE,-7.6,NA,NA,NA,0
clean_3QZ2,-7.6,-7.00,1205298.953186,119753577.290389,10
clean_3R5N,-7.6,-3.02,92.33251,9173.780778,10
clean_3SHZ,-7.6,-10.46,212.193588,21082.687519,10
clean_3SQO,-7.6,-10.12,2093.569765,208008.534304,10
clean_3TKU,-7.6,-3.68,671758.149837,66743143.934768,10
clean_3TWT,-7.6,-7.60,1775543.754766,176410769.881465,10
clean_3TZM,-7.6,-6.08,78.872114,7836.410864,10
clean_3U0T,-7.6,-8.80,14607162.275642,1451307936.463431,10
clean_3U6J,-7.6,-8.55,1.883168,187.103827,10
clean_3UV2,-7.6,-6.96,24429.580292,2427223.241157,10
clean_3V0N,-7.6,-7.96,20221.080817,2009083.935644,10
clean_3VHU,-7.6,-6.02,0.115613,11.486808,10
clean_3VZB,-7.6,1.31,64.76174,6434.461751,5
clean_3W4K,-7.6,-3.32,3133786769.922692,311360244005.563538,10
clean_3WD9,-7.6,-5.24,1.69419,168.327824,10
clean_3WS9,-7.6,-3.96,886389.469312,88068034.525429,10
clean_3ZC5,-7.6,2.91,1556291.46131,154626758.204504,10
clean_3ZKS,-7.6,-4.07,29549.224515,2935890.164394,10
clean_3ZNP,-7.6,-5.92,321829361.6295,31975649883.667049,10
clean_4AG1,-7.6,-11.20,6131376518.450431,609188508675.018799,10
clean_4BB5,-7.6,-8.81,753.954674,74909.854581,10
clean_4BGQ,-7.6,-6.97,27552.201822,2737474.152482,10
clean_4C7J,-7.6,-7.19,6653.373277,661051.972882,10
clean_4CYF,-7.6,-7.27,461432.343314,45846031.512178,8
clean_4E4Q,-7.6,-10.22,1080.535731,107357.613516,10
clean_4E6C,-7.6,-7.05,0.644645,64.049331,10
clean_4E90,-7.6,-10.72,185537044.022539,18434202305.4599,10
clean_4EBV,-7.6,3.67,2.010407,199.745799,4
clean_4EBW,-7.6,-3.56,506.449885,50318.790441,10
clean_4EHG,-7.6,-1.86,57887.438038,5751459.226653,10
clean_4EJN,-7.6,-10.09,134484.627401,13361842.868346,10
clean_4FHK,-7.6,-3.69,20873647314.444336,2073920275460.157959,10
clean_4FK3,-7.6,-9.62,895.005182,88924.056555,10
clean_4G95,-7.6,-6.55,157.137218,15612.511712,10
clean_4GAB,-7.6,-9.17,124197253.576086,12339731455.061668,8
clean_4GDY,-7.6,-5.47,432196395.08672,42941267199.186623,10
clean_4GH6,-7.6,-7.93,1499956.905996,149029587.057776,10
clean_4HAB,-7.6,-8.15,856819.01176,85130034.733299,10
clean_4HEU,-7.6,-7.51,16.560426,1645.376217,10
clean_4HYI,-7.6,NA,NA,NA,0
clean_4I4F,-7.6,-4.73,128847.126288,12801723.801257,10
clean_4IE5,-7.6,-6.02,84012.662363,8347154.727963,10
clean_4JV8,-7.6,-8.90,0.133454,13.259432,10
clean_4JYW,-7.6,-8.20,1897801.186002,188557768.517973,10
clean_4KC4,-7.6,-10.60,912961.213507,90708094.415801,10
clean_4LZG,-7.6,-9.93,46751016.868017,4644989939.72495,10
clean_4M6L,-7.6,-7.77,8681.945807,862602.647665,10
clean_4MCQ,-7.6,-1.73,1529077005.11734,151922841077.147156,10
clean_4MSU,-7.6,-5.16,1789.164602,177764.081585,10
clean_4MZ7,-7.6,-3.75,138418.048503,13752651.511063,10
clean_4N73,-7.6,-13.41,18124.956478,1800821.589292,10
clean_4NGR,-7.6,-4.36,296236245543.506287,29432822482045.753906,10
clean_4O18,-7.6,-9.56,1484701.154319,147513837.929506,10
clean_4OAU,-7.6,1.31,158862.289421,15783907.722151,10
clean_4OMJ,-7.6,-0.49,89.575038,8899.809666,10
clean_4ORS,-7.6,-6.93,22833.188989,2268612.326557,10
clean_4OYB,-7.6,-6.87,97.89032,9725.982072,10
clean_4OZ3,-7.6,3.11,13681.908465,1359378.499814,6
clean_4P8X,-7.6,-7.85,6349.281908,630838.697454,10
clean_4PJG,-7.6,-6.69,204.981318,20366.105936,4
clean_4POH,-7.6,1.35,5.185784,515.238288,10
clean_4POJ,-7.6,1.95,0.720969,71.632569,10
clean_4PX3,-7.6,-8.93,30552.052424,3035527.046371,10
clean_4PXS,-7.6,-7.96,1076359.382342,106942668.576002,10
clean_4QA0,-7.6,-9.74,138.472921,13758.103378,10
clean_4QBM,-7.6,NA,NA,NA,0
clean_4QHV,-7.6,-2.89,846.554011,84110.14622,10
clean_4QJC,-7.6,-0.55,132763.580062,13190846.639599,2
clean_4QJR,-7.6,-2.16,226.838925,22537.788407,10
clean_4QVE,-7.6,-7.00,7067.443415,702192.289289,10
clean_4R8Q,-7.6,-13.22,3998608.651056,397285411.127809,10
clean_4XZL,-7.6,-14.33,4605.897168,457623.115892,10
clean_4YLL,-7.6,-5.16,1139.558339,113221.858618,10
clean_4YOL,-7.6,-6.52,83892118.916204,8335178023.786676,10
clean_4Z9L,-7.6,-3.45,4178.111485,415120.078955,8
clean_4ZCV,-7.6,-6.14,955653.282623,94949803.897982,10
clean_4ZUD,-7.6,-3.56,84.540479,8399.596418,10
clean_4ZV8,-7.6,-6.52,0.451941,44.902992,10
clean_4ZW9,-7.6,-8.95,20.329736,2019.879492,10
clean_5AJO,-7.6,-2.12,16301.555565,1619655.927833,10
clean_5AL4,-7.6,NA,NA,NA,1
clean_5AO1,-7.6,-11.98,46228.142861,4593039.315694,10
clean_5BNW,-7.6,-4.43,2748144.631899,273044417.496107,2
clean_5C4O,-7.6,0.02,1.570045,155.993223,3
clean_5C6C,-7.6,-15.28,22968.304078,2282036.809469,10
clean_5CEI,-7.6,-6.95,501.492366,49826.231571,10
clean_5EK2,-7.6,-9.05,727191.776387,72250802.482079,10
clean_5FE6,-7.6,-12.94,838.487707,83308.711223,10
clean_5FFH,-7.6,-8.90,11.482428,1140.847147,10
clean_5FRI,-7.6,-3.93,661.782518,65752.005926,10
clean_5GHJ,-7.6,2.91,36888.901911,3665130.509306,7
clean_5HBE,-7.6,-6.81,194.011818,19276.221198,9
clean_5HQY,-7.6,-8.35,81095.398834,8057307.348144,10
clean_5HUI,-7.6,NA,NA,NA,0
clean_5HVE,-7.6,-8.77,569993.893874,56632263.426952,10
clean_5HZJ,-7.6,-2.94,943003.39826,93692963.094468,10
clean_5KVI,-7.6,-9.66,5689.548652,565290.297857,10
clean_5KWY,-7.6,-2.11,10.215772,1014.997302,10
clean_5KXA,-7.6,-9.41,1664.209785,165349.081767,10
clean_5L04,-7.6,0.53,5547.349979,551162.018895,10
clean_5L0V,-7.6,-3.94,20762.928383,2062919.694959,10
clean_5LIK,-7.6,-11.44,429666.376119,42689894.856055,10
clean_5LIW,-7.6,-11.73,282.971243,28114.866032,10
clean_5M2F,-7.6,-0.80,860305928.119777,85476480489.901001,10
clean_5MHP,-7.6,-4.01,226.90652,22544.504299,10
clean_5MKU,-7.6,NA,NA,NA,0
clean_5NKF,-7.6,-3.52,40525.086001,4026406.897513,10
clean_5NPS,-7.6,4.12,88900161.148545,8832756629.45883,2
clean_5NU1,-7.6,1.81,11.010642,1093.972393,10
clean_5OWC,-7.6,-2.45,6657.257391,661437.882623,10
clean_5Q0M,-7.6,-0.17,6.567618,652.531673,10
clean_5Q19,-7.6,-3.24,16.094667,1599.100338,10
clean_5SHC,-7.6,-3.88,3.33126,330.980359,10
clean_5SHS,-7.6,-8.99,200690.048661,19939742.907945,10
clean_5SHY,-7.6,-7.86,14028.294224,1393793.973001,10
clean_5SWF,-7.6,-5.22,2370.436951,235516.926167,10
clean_5T53,-7.6,-3.81,6355.34275,631440.878011,10
clean_5TE8,-7.6,-5.99,282.668169,28084.753879,10
clean_5TJ2,-7.6,2.88,10873647.873454,1080361206.321834,4
clean_5TTO,-7.6,-7.27,10.611862,1054.35121,10
clean_5U3Z,-7.6,-8.41,16372.021615,1626657.146503,10
clean_5UYJ,-7.6,-5.60,447214.205129,44433375.419229,10
clean_5V6Y,-7.6,-12.36,156.766057,15575.634686,10
clean_5VCG,-7.6,-6.19,6.748555,670.508835,10
clean_5VMU,-7.6,-6.74,2103.781993,209023.179518,7
clean_5VV0,-7.6,-13.91,4108.115762,408165.590074,10
clean_5X74,-7.6,-10.49,0.052975,5.263368,10
clean_5X8X,-7.6,-3.90,5.386649,535.195452,10
clean_5XQX,-7.6,-5.01,6635.927437,659318.625541,10
clean_5XUI,-7.6,-5.84,307.727048,30574.501673,10
clean_5Y49,-7.6,-7.24,12.04696,1196.936704,10
clean_5YXJ,-7.6,-8.27,15.188478,1509.065085,10
clean_5ZMD,-7.6,1.94,2179939534.654132,216589881590.45343,10
clean_6A5Z,-7.6,-3.32,105.746407,10506.530776,10
clean_6AAH,-7.6,-5.46,181061823.370341,17989562674.065552,10
clean_6AKR,-7.6,-11.01,171.373475,17026.968021,10
clean_6BLE,-7.6,-2.55,3586.680769,356357.940486,10
clean_6C1I,-7.6,-9.72,205.715464,20439.047632,10
clean_6C58,-7.6,-8.40,811791.922651,80656327.209098,10
