Protein_ID,Source,Num_Pockets,Top_Score,Top_Probability,Center_X,Center_Y,Center_Z,Surf_Atoms
Q969J2,alphafold,1,1.62,0.021,14.819,9.776,10.306,14.0
Q96G01,alphafold,1,1.48,0.017,-28.12,-47.063,47.892,14.0
Q9BSF8,alphafold,1,1.82,0.029,15.769,2.988,-14.626,16.0
Q10571,alphafold,1,0.88,0.003,35.758,4.447,-48.81,5.0
Q9Y6N8,alphafold,3,2.18,0.043,-76.646,14.991,58.262,22.0
Q59310,alphafold,9,18.95,0.764,8.402,0.219,0.244,38.0
Q96JB8,alphafold,11,14.26,0.632,27.747,-5.242,-11.148,43.0
Q9C0F3,alphafold,2,2.8,0.07,12.218,5.45,-33.008,21.0
P31512,alphafold,7,75.63,0.99,-4.302,-3.395,-6.044,166.0
O60282,alphafold,7,6.53,0.278,-12.945,-4.382,6.55,18.0
Q14457,alphafold,2,6.77,0.291,24.416,17.358,-47.163,26.0
Q14296,alphafold,2,38.33,0.942,4.476,-1.387,1.924,85.0
Q9H2C1,alphafold,3,1.16,0.008,-3.074,8.676,-12.892,22.0
P52815,alphafold,0,,,,,,
P40145,alphafold,36,44.53,0.957,-31.368,-2.696,25.649,98.0
Q96KQ7,alphafold,9,13.43,0.603,-26.53,-15.437,-25.363,52.0
P28290,alphafold,4,1.94,0.033,-8.537,-7.891,-9.607,11.0
O15504,alphafold,1,3.5,0.102,-21.188,0.648,10.485,27.0
Q4VXU2,alphafold,6,4.63,0.166,-14.176,3.175,13.707,23.0
O14786,alphafold,16,8.71,0.398,-41.245,-0.635,14.356,28.0
P09493,alphafold,0,,,,,,
Q9P2S5,alphafold,4,5.54,0.219,-2.285,-5.511,12.045,22.0
P54750,alphafold,10,63.02,0.985,5.517,0.384,-7.844,83.0
P40337,alphafold,3,5.36,0.208,8.433,-5.875,-11.009,22.0
Q8WVC0,alphafold,4,3.71,0.114,-4.757,1.327,6.785,16.0
O94812,alphafold,22,10.36,0.48,-67.569,-11.245,42.346,50.0
Q9UBY5,alphafold,8,54.5,0.973,5.515,3.552,-7.282,78.0
P20264,alphafold,2,3.75,0.116,-1.262,3.252,-21.319,19.0
Q9NSC2,alphafold,3,2.22,0.044,-18.037,-22.966,11.389,16.0
Q8IXF0,alphafold,9,8.96,0.412,-11.541,4.564,1.2,29.0
Q96NL0,alphafold,1,3.1,0.083,7.626,3.975,5.818,22.0
P68106,alphafold,1,7.77,0.346,7.16,-1.179,0.219,34.0
Q9NYM4,alphafold,15,30.09,0.901,6.467,-0.445,-11.597,55.0
Q8IUC8,alphafold,9,43.65,0.955,-9.29,1.174,-0.421,80.0
Q9Y646,alphafold,4,17.54,0.73,-1.974,3.951,-2.471,48.0
Q75V66,alphafold,24,37.12,0.939,7.378,-9.073,-17.106,139.0
Q8WWR8,alphafold,4,23.57,0.842,-1.203,2.808,-13.431,56.0
Q16445,alphafold,3,2.76,0.068,13.008,1.469,-14.91,14.0
Q9NZV7,alphafold,5,8.3,0.377,5.722,18.402,0.719,39.0
O75132,alphafold,18,9.52,0.439,1.273,0.073,-4.458,44.0
P23634,alphafold,28,9.41,0.433,-8.32,-3.484,19.673,28.0
P78396,alphafold,3,4.77,0.174,-7.524,7.893,-2.045,36.0
Q9GZT9,alphafold,5,31.03,0.907,-9.593,3.407,-7.896,58.0
Q8WXU2,alphafold,4,1.96,0.034,-13.153,1.735,-16.8,16.0
Q1MSJ5,alphafold,0,,,,,,
P98174,alphafold,11,4.7,0.17,-15.061,14.125,7.568,32.0
A5D8W1,alphafold,12,4.78,0.174,2.067,-9.539,-19.577,24.0
Q6STE5,alphafold,2,5.32,0.206,-15.88,-16.599,-5.298,22.0
P50747,alphafold,16,39.14,0.943,-6.9,-4.951,-5.729,112.0
Q8IYB4,alphafold,10,15.2,0.666,-0.453,3.041,-3.385,51.0
Q6UXI9,alphafold,4,2.36,0.05,-2.944,19.695,0.446,18.0
Q9NTJ5,alphafold,12,12.36,0.563,6.744,15.228,11.382,47.0
O60266,alphafold,30,29.34,0.895,21.322,3.83,-23.202,52.0
Q9UF33,alphafold,14,19.37,0.774,-14.115,15.668,19.629,55.0
P49327,alphafold,45,44.21,0.956,-1.248,-12.368,-32.206,134.0
P51811,alphafold,12,19.15,0.768,2.545,-1.162,-7.638,53.0
Q9H254,alphafold,11,10.88,0.501,-83.634,-27.107,101.483,33.0
O94991,alphafold,5,67.77,0.987,-14.426,1.729,2.063,165.0
Q9Y5X9,alphafold,8,13.4,0.602,1.997,3.019,15.425,37.0
Q9H7N4,alphafold,1,0.91,0.004,-22.435,-17.831,32.093,5.0
Q86UK0,alphafold,70,64.18,0.985,25.775,4.524,-48.403,120.0
Q8WUG5,alphafold,9,80.85,0.991,6.444,2.724,-2.022,136.0
Q76KP1,alphafold,16,34.14,0.924,2.474,13.721,4.196,71.0
Q8NHY3,alphafold,2,7.19,0.313,-25.186,2.034,0.429,36.0
P29374,alphafold,5,3.92,0.125,-1.274,-9.688,7.997,21.0
Q6NWY9,alphafold,1,4.88,0.18,-26.747,-11.06,18.156,16.0
B2RTY4,alphafold,28,18.46,0.752,11.315,-7.586,7.604,58.0
Q9UBM7,alphafold,12,80.8,0.991,2.09,5.864,-5.685,141.0
Q9Y673,alphafold,6,18.15,0.745,-6.307,5.923,-2.852,58.0
Q9ULL4,alphafold,31,16.81,0.711,-23.143,7.412,-12.273,67.0
Q8NEL9,alphafold,14,8.57,0.39,-11.685,12.325,5.101,34.0
Q6P1M0,alphafold,9,79.27,0.991,-6.498,-1.255,-0.239,186.0
Q14686,alphafold,1,4.39,0.152,1.694,4.083,-8.559,33.0
P48065,alphafold,18,56.66,0.976,3.999,8.515,-1.204,107.0
P0DP23,alphafold,2,3.67,0.111,7.174,0.252,-12.053,21.0
Q96HD1,alphafold,5,2.79,0.069,4.848,12.539,-11.755,19.0
Q8IZ52,alphafold,3,28.59,0.89,24.951,-2.523,-23.763,72.0
Q01851,alphafold,5,1.9,0.032,1.97,-9.918,-8.996,17.0
Q8WY21,alphafold,25,11.83,0.542,-22.039,6.822,60.633,55.0
O60237,alphafold,3,11.98,0.548,-11.582,6.609,5.78,37.0
P56693,alphafold,0,,,,,,
Q9Y4A8,alphafold,1,4.36,0.15,22.863,8.383,-42.924,29.0
Q6Q759,alphafold,22,7.11,0.309,21.77,-17.04,-18.948,25.0
P01127,alphafold,1,3.47,0.1,5.27,8.022,-13.971,26.0
Q96NT5,alphafold,9,95.22,0.995,-0.57,3.659,-6.557,191.0
P57737,alphafold,9,36.49,0.937,33.58,4.339,-11.247,108.0
Q08828,alphafold,26,18.88,0.762,-29.751,-4.18,19.471,49.0
Q9NR30,alphafold,7,24.81,0.859,2.479,8.258,-3.2,51.0
P48730,alphafold,4,28.66,0.891,8.701,1.95,-1.171,74.0
O43490,alphafold,16,45.7,0.959,-2.696,-1.885,-18.376,88.0
P35504,alphafold,5,111.4,0.997,7.599,-1.764,6.563,190.0
P51956,alphafold,8,42.44,0.952,4.663,8.613,-5.305,96.0
P56975,alphafold,1,0.93,0.004,13.701,7.716,-45.356,22.0
Q9H869,alphafold,9,11.91,0.545,-6.422,-9.749,2.653,38.0
Q8IWZ6,alphafold,12,25.05,0.861,-14.593,-12.898,12.501,69.0
Q9P2A4,alphafold,1,1.81,0.028,-5.408,23.776,26.015,21.0
Q5MIZ7,alphafold,14,12.31,0.561,-3.611,-8.67,28.025,28.0
O94973,alphafold,12,7.74,0.344,23.069,-10.555,9.731,26.0
P19484,alphafold,0,,,,,,
Q9UJX6,alphafold,14,15.2,0.666,31.328,21.131,-36.365,35.0
Q96MC2,alphafold,4,6.58,0.28,-27.029,3.023,58.033,16.0
P51810,alphafold,13,20.11,0.788,-0.99,5.856,-9.396,22.0
Q5F1R6,alphafold,7,5.05,0.19,10.362,5.401,-14.727,39.0
O95208,alphafold,1,5.04,0.189,4.683,-7.391,-2.019,36.0
Q14CZ7,alphafold,4,7.72,0.343,8.16,3.331,-8.536,29.0
Q13426,alphafold,1,1.65,0.023,9.03,-5.734,-20.339,18.0
Q5VU43,alphafold,1,1.34,0.013,21.064,52.495,-30.634,17.0
Q7Z6B7,alphafold,8,5.03,0.188,-5.306,23.883,-14.645,22.0
P23946,alphafold,4,4.14,0.137,-4.375,-8.09,-4.809,25.0
Q9UHC3,alphafold,10,7.84,0.35,-2.108,-3.67,-21.57,34.0
Q9BV35,alphafold,10,51.33,0.969,-5.119,0.9,-4.356,171.0
Q9H2A9,alphafold,3,47.36,0.963,-5.445,-6.399,-5.291,94.0
P51957,alphafold,12,17.82,0.737,5.735,4.591,-0.376,36.0
Q8N118,alphafold,10,77.94,0.991,-0.962,-4.126,-3.115,112.0
P07437,alphafold,6,23.8,0.846,-0.795,8.733,-10.151,45.0
Q9UL36,alphafold,12,6.04,0.247,-4.32,-29.333,-26.314,31.0
Q06945,alphafold,2,1.92,0.033,4.588,1.52,-0.79,13.0
Q9UP79,alphafold,10,19.1,0.767,27.248,4.566,-9.027,60.0
Q9UKX5,alphafold,16,33.98,0.924,10.208,5.421,-8.595,113.0
Q9UIX4,alphafold,6,7.96,0.357,11.344,-16.423,-27.309,36.0
O95232,alphafold,4,3.11,0.084,-9.815,15.572,10.691,20.0
Q9UPP2,alphafold,12,8.34,0.378,-4.436,17.404,-12.603,28.0
Q9UIR0,alphafold,4,9.77,0.452,-5.558,13.556,-2.473,30.0
Q99928,alphafold,1,1.6,0.021,25.187,-3.101,-24.649,10.0
Q49MI3,alphafold,6,53.0,0.97,-10.572,-5.249,8.724,110.0
Q8WXH5,alphafold,6,3.69,0.113,-8.554,12.886,0.922,22.0
Q9NRE2,alphafold,3,8.88,0.407,-8.775,-2.942,12.85,23.0
Q96Q05,alphafold,11,5.77,0.232,-48.704,-15.998,36.512,13.0
P56945,alphafold,7,4.25,0.144,9.363,9.54,-0.047,31.0
Q9UBL0,alphafold,3,0.86,0.003,-11.948,10.9,1.137,6.0
Q9H9F9,alphafold,7,53.07,0.97,-4.894,0.399,-2.484,77.0
Q9UEY8,alphafold,6,5.62,0.224,-1.028,-2.307,8.962,26.0
Q96GR2,alphafold,17,35.22,0.931,-2.64,-2.433,-4.665,101.0
Q86VL8,alphafold,15,30.37,0.903,2.391,-0.693,0.104,41.0
Q96ST3,alphafold,13,4.26,0.144,-33.499,19.562,-21.796,21.0
Q9UM73,alphafold,18,19.15,0.768,-39.239,23.145,-29.636,57.0
Q6ZSY5,alphafold,6,9.26,0.425,-15.953,0.442,-7.519,43.0
Q6NXT4,alphafold,10,2.95,0.077,-19.537,12.552,-0.915,14.0
Q9BZJ6,alphafold,7,10.05,0.465,8.101,3.965,-12.293,43.0
Q8N441,alphafold,5,14.64,0.647,-5.79,7.876,8.846,43.0
Q9HB19,alphafold,5,7.1,0.308,-12.837,-12.386,10.696,29.0
Q13526,alphafold,1,12.3,0.561,5.42,3.364,-9.276,38.0
Q99685,alphafold,2,41.26,0.95,4.972,1.353,-8.804,76.0
Q9Y2W3,alphafold,9,78.76,0.991,-2.101,2.253,-7.651,149.0
P33151,alphafold,3,6.74,0.289,5.892,13.117,-28.076,16.0
O60911,alphafold,5,8.5,0.386,12.577,12.596,-6.486,26.0
A6NMB1,alphafold,3,3.92,0.125,17.71,8.526,-27.538,17.0
Q8IYJ3,alphafold,1,3.26,0.09,7.262,4.373,-19.463,23.0
P28347,alphafold,5,45.29,0.958,-1.182,3.555,4.012,49.0
Q9BU40,alphafold,6,4.09,0.135,10.783,2.424,-15.191,27.0
O95201,alphafold,1,2.51,0.057,-34.505,9.602,26.507,13.0
Q8WYA0,alphafold,0,,,,,,
O94925,alphafold,9,14.02,0.624,1.427,3.095,-24.983,42.0
O60477,alphafold,4,3.4,0.097,-19.517,-6.628,11.942,25.0
Q16740,alphafold,4,11.67,0.537,8.348,9.786,-8.55,37.0
Q06495,alphafold,12,9.07,0.417,12.061,-4.064,-3.228,25.0
Q9BTV5,alphafold,3,15.62,0.677,27.3,-8.545,-31.457,40.0
O75881,alphafold,7,68.26,0.987,5.966,7.875,1.641,106.0
O14795,alphafold,20,22.79,0.832,43.596,15.38,-48.439,60.0
Q86VQ1,alphafold,0,,,,,,
O00341,alphafold,13,11.5,0.531,4.872,0.157,11.158,50.0
P78540,alphafold,5,23.05,0.835,6.585,3.471,-9.207,39.0
Q2VY69,alphafold,4,4.01,0.13,-58.216,-5.8,37.715,39.0
Q5T0F9,alphafold,0,,,,,,
Q86WB0,alphafold,6,10.5,0.485,-5.579,2.224,-13.054,39.0
Q9Y625,alphafold,3,9.66,0.447,-39.034,-1.783,23.674,28.0
O94818,alphafold,4,9.81,0.454,-18.584,-2.841,5.603,48.0
Q5VW36,alphafold,36,13.72,0.613,-12.226,11.415,7.413,34.0
Q96BD0,alphafold,13,88.65,0.994,-12.267,-1.578,5.434,189.0
Q70SY1,alphafold,0,,,,,,
O75952,alphafold,0,,,,,,
Q8TB61,alphafold,10,41.66,0.951,1.522,3.253,-1.817,86.0
Q9Y6L6,alphafold,10,43.24,0.954,-4.713,2.429,8.08,114.0
Q8IZU8,alphafold,29,38.63,0.943,22.523,5.6,-1.855,60.0
Q96J65,alphafold,39,112.29,0.997,15.296,0.405,-16.907,226.0
Q96P63,alphafold,2,1.9,0.032,20.724,-10.347,-17.997,19.0
A8MQT2,alphafold,0,,,,,,
Q9BXF6,alphafold,0,,,,,,
A8MQ27,alphafold,6,20.96,0.802,-1.776,3.641,-0.673,82.0
Q9NX46,alphafold,2,27.85,0.885,2.877,11.239,-6.543,46.0
Q9BZC7,alphafold,65,96.48,0.995,48.921,14.277,-42.679,126.0
Q7Z401,alphafold,34,18.66,0.757,7.224,-0.139,-37.343,63.0
Q9UKS6,alphafold,5,3.81,0.119,-11.233,9.037,7.238,26.0
P56270,alphafold,1,2.19,0.043,-17.264,-16.667,20.099,18.0
Q15111,alphafold,22,29.23,0.895,-15.513,-10.062,9.301,108.0
O94762,alphafold,11,28.26,0.888,-8.293,11.378,3.565,74.0
Q9H156,alphafold,8,50.1,0.967,-4.767,5.241,-6.24,100.0
O94956,alphafold,13,95.26,0.995,-11.126,2.615,2.145,107.0
O94832,alphafold,23,13.69,0.612,4.528,1.753,-12.624,39.0
O75445,alphafold,14,5.41,0.211,-40.792,-9.145,36.578,29.0
Q9NPH5,alphafold,8,75.81,0.99,1.27,-1.033,-7.101,135.0
Q70JA7,alphafold,8,48.61,0.965,-17.565,-1.068,31.353,70.0
Q8IW52,alphafold,4,57.25,0.977,0.418,0.19,-7.719,160.0
Q9H2X3,alphafold,4,3.86,0.122,10.873,2.273,-4.94,18.0
O43174,alphafold,14,83.91,0.992,4.495,1.962,-2.311,145.0
P34995,alphafold,6,30.33,0.903,-0.805,-3.238,-14.969,71.0
Q9UKG4,alphafold,15,19.5,0.776,-3.076,4.365,3.083,54.0
Q8TEU8,alphafold,10,11.65,0.536,-3.078,7.246,9.11,43.0
G1SP51,alphafold,1,1.31,0.012,-12.379,-1.084,6.895,18.0
P49642,alphafold,5,10.4,0.482,-9.304,3.836,-9.819,43.0
Q969Z4,alphafold,3,4.49,0.158,-44.761,-9.456,2.493,32.0
Q02750,alphafold,8,34.21,0.925,3.413,4.928,-5.824,83.0
Q8NFD2,alphafold,16,37.08,0.938,-3.797,1.605,8.205,85.0
Q9BQ70,alphafold,15,9.66,0.447,2.698,15.412,-19.438,33.0
Q9NZW5,alphafold,9,9.77,0.452,-9.35,-7.592,20.467,40.0
O43379,alphafold,20,35.45,0.932,2.9,10.332,-16.925,78.0
Q9NZQ8,alphafold,15,26.37,0.873,13.954,4.388,-32.125,76.0
P04637,alphafold,2,2.89,0.074,13.028,-4.207,-5.102,14.0
Q9Y234,alphafold,4,18.25,0.747,-3.201,-2.013,4.742,55.0
Q9C0I1,alphafold,25,9.35,0.43,6.641,9.632,-21.069,35.0
Q8TAE7,alphafold,4,5.92,0.241,-38.812,-23.252,40.54,21.0
P78380,alphafold,2,2.68,0.064,-29.79,-16.165,12.537,20.0
Q76KD6,alphafold,1,1.87,0.031,-1.155,3.973,1.927,20.0
Q9P0K7,alphafold,2,1.79,0.028,8.487,-2.964,-0.076,10.0
Q6UVY6,alphafold,8,24.91,0.86,9.146,-3.888,-5.822,47.0
P54289,alphafold,16,16.89,0.712,-9.29,5.261,-15.154,50.0
Q9UBB6,alphafold,10,9.56,0.441,33.54,-4.395,-44.632,19.0
Q9NY65,alphafold,8,15.91,0.685,-0.494,5.833,-11.087,51.0
Q9NYA4,alphafold,16,8.13,0.366,8.546,2.582,2.859,30.0
Q9UN88,alphafold,4,14.42,0.638,-27.712,-0.422,4.819,50.0
Q9Y336,alphafold,2,2.51,0.057,20.776,-6.277,-39.345,24.0
O75947,alphafold,0,,,,,,
Q9NQ84,alphafold,4,8.34,0.379,12.876,1.568,-12.481,35.0
Q8IUM7,alphafold,7,10.26,0.475,-7.161,6.753,6.294,28.0
P31152,alphafold,10,11.54,0.532,10.337,8.815,-0.495,44.0
Q04725,alphafold,7,29.09,0.894,-7.064,1.542,-3.558,98.0
A2RRD8,alphafold,4,4.34,0.149,26.948,22.824,-61.354,35.0
Q9Y6T7,alphafold,21,49.79,0.967,-11.178,5.09,10.026,120.0
Q8WUD6,alphafold,10,85.67,0.993,8.205,-1.036,1.843,145.0
Q9UK23,alphafold,3,2.64,0.063,14.628,10.397,11.301,17.0
O60447,alphafold,6,9.12,0.419,16.004,3.148,2.458,36.0
Q9HCG7,alphafold,17,53.57,0.971,-3.758,-8.192,-21.035,95.0
Q70E73,alphafold,7,7.97,0.358,-26.437,-6.876,8.771,52.0
Q9BXQ6,alphafold,7,17.54,0.729,8.465,-2.793,-1.389,47.0
Q8NDQ6,alphafold,3,1.49,0.017,20.831,-5.309,26.911,27.0
Q9UQP3,alphafold,4,4.2,0.141,-16.617,-9.471,66.51,21.0
Q9NZP6,alphafold,0,,,,,,
Q9UN71,alphafold,1,1.97,0.035,-62.679,-19.665,54.629,12.0
O94985,alphafold,11,13.58,0.608,-2.782,-13.095,10.132,40.0
Q6IS24,alphafold,6,29.65,0.898,-6.164,2.538,1.263,91.0
Q6ZQW0,alphafold,4,82.28,0.991,-6.418,10.169,0.166,84.0
Q96RP7,alphafold,5,48.42,0.965,0.192,-2.147,-5.871,121.0
P22607,alphafold,4,19.95,0.785,-4.932,10.791,3.285,69.0
O43541,alphafold,9,8.38,0.381,-1.949,-3.398,4.807,34.0
Q13535,alphafold,69,19.35,0.773,36.177,22.519,-19.405,68.0
O60656,alphafold,7,90.54,0.994,2.27,5.299,-0.152,141.0
Q9NRJ4,alphafold,21,35.21,0.931,6.095,-1.006,-11.441,103.0
O60941,alphafold,9,5.36,0.208,6.091,7.179,-6.932,23.0
O14544,alphafold,2,10.41,0.482,6.993,-5.777,-11.533,30.0
Q9ULE6,alphafold,16,25.06,0.861,-15.743,8.172,12.837,84.0
P55107,alphafold,5,10.35,0.479,-18.711,-7.375,26.521,49.0
P12821,alphafold,17,115.94,0.997,-24.023,2.619,21.367,182.0
O15078,alphafold,3,2.38,0.051,-25.892,26.336,2.581,22.0
O95153,alphafold,6,17.09,0.717,-28.616,9.125,10.751,51.0
P42694,alphafold,19,26.12,0.871,2.615,-10.081,-10.386,67.0
Q8WXG6,alphafold,34,19.81,0.783,-36.264,34.724,6.473,84.0
Q8TEW8,alphafold,6,5.04,0.189,-19.313,-1.15,24.387,26.0
O75170,alphafold,7,2.9,0.074,17.33,-4.272,-27.257,28.0
Q9C029,alphafold,3,3.64,0.11,31.528,10.36,-3.716,16.0
Q9UJ14,alphafold,6,15.59,0.676,4.786,0.156,9.717,37.0
Q9UBS9,alphafold,3,2.64,0.063,9.325,-2.546,-12.73,13.0
Q9HBF4,alphafold,16,10.55,0.487,14.35,-0.027,-27.747,25.0
Q13191,alphafold,8,9.08,0.417,-4.06,-4.892,-5.174,34.0
Q5QGS0,alphafold,0,,,,,,
P18077,alphafold,0,,,,,,
O14628,alphafold,9,7.5,0.332,46.783,0.237,-17.208,44.0
Q7Z442,alphafold,48,18.45,0.752,-39.78,-7.395,30.572,53.0
Q13084,alphafold,2,7.88,0.353,-8.567,4.981,1.126,44.0
P48736,alphafold,27,42.81,0.953,-9.742,6.596,9.794,139.0
P98077,alphafold,6,6.76,0.29,23.17,5.542,-24.191,30.0
Q9UDY8,alphafold,10,14.19,0.63,8.62,-12.112,-5.201,54.0
P48742,alphafold,1,1.33,0.013,12.082,16.046,-18.776,20.0
Q8N6C5,alphafold,17,15.19,0.665,-16.39,-18.331,-18.344,44.0
P78371,alphafold,8,37.11,0.939,-17.597,-2.396,-3.083,77.0
O14640,alphafold,1,1.82,0.029,1.92,16.162,-13.613,14.0
Q9H0D6,alphafold,14,26.53,0.874,-9.111,-2.082,-6.443,63.0
Q5T6X5,alphafold,23,11.97,0.547,26.073,-3.545,-29.491,30.0
Q13286,alphafold,12,21.58,0.813,-4.919,2.675,-2.959,43.0
Q13367,alphafold,8,4.85,0.178,21.278,3.974,-17.134,48.0
Q8WWX8,alphafold,16,20.56,0.795,-4.391,2.615,-2.601,43.0
Q9NRC1,alphafold,14,4.91,0.181,25.136,10.323,-14.719,21.0
Q5I7T1,alphafold,12,44.99,0.958,3.7,7.069,-12.089,93.0
Q9UKZ9,alphafold,3,18.77,0.76,5.949,0.879,2.274,59.0
Q16539,alphafold,11,12.73,0.578,4.821,0.354,-5.205,58.0
Q9H244,alphafold,9,55.76,0.975,9.502,3.614,-9.601,79.0
Q96PQ1,alphafold,3,3.77,0.117,4.055,13.509,-26.288,22.0
Q76G19,alphafold,2,2.78,0.069,-10.421,12.189,-0.365,22.0
Q86X52,alphafold,7,52.54,0.97,18.029,9.349,-26.474,89.0
P11055,alphafold,13,28.41,0.889,10.785,4.938,9.147,96.0
Q13424,alphafold,8,7.12,0.31,3.201,11.865,-6.733,27.0
Q96BI1,alphafold,6,31.05,0.907,-2.59,-0.721,0.187,71.0
Q8NFT8,alphafold,2,1.66,0.023,86.596,34.979,-36.745,27.0
O60524,alphafold,12,8.58,0.39,-8.35,15.633,-42.033,33.0
Q9P0I2,alphafold,4,5.67,0.227,-8.227,2.007,13.076,24.0
O94850,alphafold,0,,,,,,
O43439,alphafold,2,1.66,0.023,2.035,28.653,-5.95,17.0
O15178,alphafold,4,6.22,0.258,-6.744,-6.629,10.388,38.0
Q9H0E9,alphafold,7,7.15,0.311,-6.68,22.459,-23.849,25.0
Q9H3M0,alphafold,6,4.22,0.142,-29.412,22.075,-4.072,26.0
P69905,alphafold,3,47.61,0.964,7.37,0.337,-2.543,61.0
Q9P1A6,alphafold,3,9.79,0.453,-9.537,5.562,-12.155,55.0
Q6ZUJ8,alphafold,3,2.84,0.072,-0.835,18.832,-24.161,20.0
P60899,alphafold,1,0.88,0.003,7.891,4.165,-7.256,11.0
O95864,alphafold,14,61.03,0.983,-4.76,-4.649,-0.104,92.0
Q96JF0,alphafold,4,61.89,0.984,-3.172,-6.068,1.665,86.0
Q9BSJ2,alphafold,13,11.19,0.516,61.483,7.182,-25.474,26.0
Q9UBL6,alphafold,8,7.3,0.32,-16.436,-10.021,2.594,27.0
Q5VTB9,alphafold,0,,,,,,
Q9UPZ9,alphafold,4,14.81,0.653,1.989,7.124,-11.363,51.0
Q96JG8,alphafold,11,15.63,0.677,-7.667,10.955,5.625,65.0
Q9NZM4,alphafold,1,1.14,0.008,-30.096,-19.515,22.196,14.0
Q9NWV8,alphafold,4,4.33,0.149,-17.485,-8.8,1.501,40.0
P10911,alphafold,9,8.57,0.39,-0.568,-9.251,8.473,42.0
Q7M4L6,alphafold,0,,,,,,
Q9BQC3,alphafold,7,11.15,0.514,-0.981,4.512,6.433,38.0
Q49A17,alphafold,5,39.58,0.945,-1.56,4.301,5.038,95.0
Q9NQ79,alphafold,9,7.73,0.344,-12.017,-12.585,12.077,23.0
D6RIA3,alphafold,0,,,,,,
P26006,alphafold,13,22.86,0.833,17.986,4.839,-12.441,90.0
Q14916,alphafold,11,78.44,0.991,-1.604,4.255,-6.086,126.0
O43301,alphafold,15,39.97,0.946,-4.962,-7.35,4.895,67.0
P48029,alphafold,16,39.81,0.946,-1.073,6.077,-5.556,90.0
Q5D862,alphafold,2,2.1,0.04,6.038,2.271,0.235,14.0
P62191,alphafold,3,14.69,0.649,-15.373,-3.117,7.991,59.0
O14744,alphafold,6,29.31,0.895,7.058,11.369,-13.395,74.0
Q9Y5X5,alphafold,7,56.8,0.976,12.224,1.653,-7.761,96.0
Q9Y5X4,alphafold,2,1.62,0.022,-23.959,-5.311,-4.599,10.0
Q68DX3,alphafold,16,15.44,0.673,-6.685,-7.463,-8.549,65.0
Q9BZF3,alphafold,13,39.66,0.945,-1.321,5.013,-3.075,69.0
P25705,alphafold,11,8.7,0.397,4.471,3.399,6.351,43.0
P31146,alphafold,7,31.76,0.912,1.477,-0.928,2.02,103.0
Q9HB58,alphafold,9,13.9,0.62,2.295,-3.389,10.915,50.0
O60443,alphafold,13,8.6,0.392,1.687,7.398,-13.042,48.0
P04899,alphafold,3,12.69,0.576,-1.7,-1.982,-1.031,49.0
Q5W041,alphafold,7,3.43,0.098,14.086,3.885,-13.517,23.0
Q99767,alphafold,7,11.37,0.525,12.344,11.002,-21.08,27.0
Q6T4R5,alphafold,0,,,,,,
Q9BZG2,alphafold,5,23.23,0.838,3.313,4.421,-6.482,69.0
Q9HAW7,alphafold,8,86.45,0.993,6.679,-3.424,-0.484,138.0
Q8N135,alphafold,6,23.31,0.839,12.267,1.176,-12.464,49.0
P08069,alphafold,16,16.56,0.704,-30.177,26.02,-15.6,37.0
Q562E7,alphafold,33,17.26,0.722,-20.814,-32.833,19.073,55.0
Q9UN79,alphafold,0,,,,,,
Q9NY47,alphafold,20,10.93,0.504,3.629,-3.469,15.071,44.0
Q14542,alphafold,9,57.78,0.978,-0.922,1.729,-5.505,106.0
Q7NWF2,alphafold,7,34.3,0.925,0.103,-0.871,2.035,89.0
Q7L5N1,alphafold,0,,,,,,
Q7RTT9,alphafold,10,69.42,0.987,1.045,1.65,-7.774,109.0
Q9UM63,alphafold,2,1.21,0.01,-22.979,-5.817,10.552,13.0
Q8NFW8,alphafold,2,18.99,0.765,-2.021,-3.326,6.208,55.0
Q6NT16,alphafold,7,95.68,0.995,-2.341,0.986,-6.537,134.0
Q8N9B8,alphafold,15,6.96,0.301,1.044,8.219,9.838,51.0
Q9NR81,alphafold,4,5.67,0.226,-17.024,-0.861,4.834,28.0
Q8TDX7,alphafold,4,20.82,0.799,4.708,3.947,-3.138,64.0
Q8IV36,alphafold,15,7.5,0.332,0.898,-12.719,-3.863,26.0
Q13685,alphafold,3,10.39,0.481,2.554,-1.25,-2.019,44.0
Q9NUQ7,alphafold,12,8.87,0.406,-6.208,7.154,-6.93,37.0
Q14642,alphafold,3,16.26,0.696,12.388,-1.028,-1.899,41.0
Q9Y250,alphafold,0,,,,,,
Q9H2G2,alphafold,6,13.55,0.607,9.053,20.689,-13.413,44.0
Q13474,alphafold,6,5.48,0.215,-81.967,-19.698,47.135,34.0
Q9Y5R2,alphafold,9,22.83,0.832,-8.387,8.239,3.008,69.0
Q86UY8,alphafold,7,30.1,0.901,-5.255,-9.487,2.992,69.0
Q92845,alphafold,7,5.66,0.226,-19.08,-7.747,15.662,28.0
Q9NRA0,alphafold,11,62.58,0.984,-18.006,-0.154,-3.719,115.0
O60285,alphafold,15,20.38,0.793,-4.034,-10.671,3.546,76.0
Q8NFW9,alphafold,3,9.13,0.419,38.823,-3.981,19.097,44.0
Q53EU6,alphafold,9,56.95,0.976,-1.714,9.806,3.296,88.0
Q9Y471,alphafold,7,43.53,0.954,-1.956,3.261,-5.72,88.0
Q9NZ32,alphafold,2,46.05,0.96,1.805,-0.252,0.395,93.0
